what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228792541
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228793562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228795328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1425228799559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425228800816
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1425228805126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228805340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228808005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228809731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1425228831441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1425228831845
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1425228852315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228852536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228865829
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228878507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228898536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228899217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228919304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228919408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1425228926368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1425228929012
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425228934634
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425228937230
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1425228944562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228951952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1425228958433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228966981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228968722
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1425228969042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228969104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425228972093
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228976150
